,player_id,match_id,team,opposition_team,number,position,captain
0,13877,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",1,FB,False
0,3516,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",1,FB,True
0,20249,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",2,W,False
0,20570,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",2,W,False
0,21482,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",3,C,False
0,17061,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",3,C,False
0,15036,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",4,C,False
0,19767,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",4,C,False
0,19781,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",5,W,False
0,20222,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",5,W,False
0,13818,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",6,FE,False
0,20350,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",6,FE,False
0,17199,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",7,HB,False
0,13914,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",7,HB,False
0,14510,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",8,FR,False
0,20241,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",8,FR,False
0,23398,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",9,HK,False
0,7732,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",9,HK,False
0,7740,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",10,FR,False
0,3530,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",10,FR,False
0,324,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",11,2R,False
0,122,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",11,2R,False
0,7827,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",12,2R,False
0,14502,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",12,2R,False
0,299,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",13,L,True
0,13586,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",13,L,False
0,8575,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",14,B,False
0,13567,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",14,B,False
0,800,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",15,B,False
0,22772,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",15,B,False
0,5570,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",16,B,False
0,21503,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",16,B,False
0,20835,35835,"Cronulla Sutherland
SHARKS","Brisbane
BRONCOS",17,B,False
0,22749,35835,"Brisbane
BRONCOS","Cronulla Sutherland
SHARKS",17,B,False
0,14998,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",1,FB,False
0,20831,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",6,FB,False
0,3701,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",2,W,False
0,22719,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",2,W,False
0,5548,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",3,C,False
0,5652,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",3,C,False
0,20838,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",4,C,False
0,19469,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",4,C,False
0,22618,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",5,W,False
0,22717,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",5,W,False
0,17168,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",6,FE,False
0,23399,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",20,FE,False
0,20803,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",7,HB,False
0,1595,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",7,HB,False
0,7735,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",8,FR,False
0,14505,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",8,FR,False
0,20721,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",9,HK,False
0,742,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",9,HK,True
0,2397,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",10,FR,True
0,20262,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",10,FR,False
0,19956,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",11,2R,False
0,21472,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",11,2R,False
0,3165,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",12,2R,False
0,20255,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",12,2R,False
0,20223,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",13,L,False
0,19786,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",13,L,False
0,16587,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",14,B,False
0,21542,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",14,B,False
0,21502,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",15,B,False
0,20257,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",15,B,False
0,22605,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",16,B,False
0,21509,35836,"Melbourne
STORM","Canterbury Bankstown
BULLDOGS",16,B,False
0,21508,35836,"Canterbury Bankstown
BULLDOGS","Melbourne
STORM",17,B,False
0,1379,35837,"South Sydney
RABBITOHS",WESTS TIGERS,1,FB,True
0,19474,35837,WESTS TIGERS,"South Sydney
RABBITOHS",1,FB,False
0,20802,35837,"South Sydney
RABBITOHS",WESTS TIGERS,2,W,False
0,20268,35837,WESTS TIGERS,"South Sydney
RABBITOHS",2,W,False
0,20572,35837,"South Sydney
RABBITOHS",WESTS TIGERS,3,C,False
0,15038,35837,WESTS TIGERS,"South Sydney
RABBITOHS",3,C,False
0,22775,35837,"South Sydney
RABBITOHS",WESTS TIGERS,4,C,False
0,20927,35837,WESTS TIGERS,"South Sydney
RABBITOHS",16,C,False
0,5688,35837,"South Sydney
RABBITOHS",WESTS TIGERS,5,W,False
0,23400,35837,WESTS TIGERS,"South Sydney
RABBITOHS",21,W,False
0,22612,35837,"South Sydney
RABBITOHS",WESTS TIGERS,6,FE,False
0,20851,35837,WESTS TIGERS,"South Sydney
RABBITOHS",6,FE,False
0,13944,35837,"South Sydney
RABBITOHS",WESTS TIGERS,7,HB,False
0,20580,35837,WESTS TIGERS,"South Sydney
RABBITOHS",7,HB,False
0,22613,35837,"South Sydney
RABBITOHS",WESTS TIGERS,8,FR,False
0,16588,35837,WESTS TIGERS,"South Sydney
RABBITOHS",8,FR,True
0,319,35837,"South Sydney
RABBITOHS",WESTS TIGERS,9,HK,False
0,19760,35837,WESTS TIGERS,"South Sydney
RABBITOHS",9,HK,False
0,13937,35837,"South Sydney
RABBITOHS",WESTS TIGERS,10,FR,False
0,20269,35837,WESTS TIGERS,"South Sydney
RABBITOHS",10,FR,False
0,1587,35837,"South Sydney
RABBITOHS",WESTS TIGERS,11,2R,False
0,20271,35837,WESTS TIGERS,"South Sydney
RABBITOHS",11,2R,False
0,20151,35837,"South Sydney
RABBITOHS",WESTS TIGERS,12,2R,False
0,3763,35837,WESTS TIGERS,"South Sydney
RABBITOHS",12,2R,False
0,3482,35837,"South Sydney
RABBITOHS",WESTS TIGERS,13,L,False
0,16888,35837,WESTS TIGERS,"South Sydney
RABBITOHS",13,L,False
0,20227,35837,"South Sydney
RABBITOHS",WESTS TIGERS,14,B,False
0,7858,35837,WESTS TIGERS,"South Sydney
RABBITOHS",4,B,False
0,14026,35837,"South Sydney
RABBITOHS",WESTS TIGERS,15,B,False
0,5643,35837,WESTS TIGERS,"South Sydney
RABBITOHS",14,B,False
0,16889,35837,"South Sydney
RABBITOHS",WESTS TIGERS,16,B,False
0,22607,35837,WESTS TIGERS,"South Sydney
RABBITOHS",15,B,False
0,15021,35837,"South Sydney
RABBITOHS",WESTS TIGERS,17,B,False
0,20804,35837,WESTS TIGERS,"South Sydney
RABBITOHS",18,B,False
