,player_id,match_id,team,opposition_team,number,position,captain
0,757,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",1,FB,False
0,206,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",1,FB,False
0,2292,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",2,W,False
0,1369,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",2,W,False
0,1454,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",3,C,False
0,836,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",3,C,False
0,1288,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",4,C,False
0,107,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",4,C,False
0,2317,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",5,W,False
0,834,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",5,W,False
0,1277,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",6,FE,False
0,470,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",6,FE,True
0,1621,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",7,HB,False
0,407,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",7,HB,False
0,545,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",8,FR,False
0,843,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",8,FR,False
0,18,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",9,HK,False
0,1345,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",9,HK,False
0,766,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",10,FR,False
0,1591,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",10,FR,False
0,1418,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",11,2R,False
0,1344,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",11,2R,False
0,398,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",12,2R,True
0,845,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",12,2R,False
0,1378,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",13,L,False
0,176,1743,"Sydney
ROOSTERS","South Sydney
RABBITOHS",13,L,False
0,1343,1743,"South Sydney
RABBITOHS","Sydney
ROOSTERS",14,B,False
