,player_id,match_id,team,opposition_team,number,position,captain
0,138,2324,BULLDOGS,"St George Illawarra
DRAGONS",1,FB,False
0,801,2324,"St George Illawarra
DRAGONS",BULLDOGS,1,FB,True
0,139,2324,BULLDOGS,"St George Illawarra
DRAGONS",2,W,False
0,802,2324,"St George Illawarra
DRAGONS",BULLDOGS,2,W,False
0,140,2324,BULLDOGS,"St George Illawarra
DRAGONS",3,C,False
0,811,2324,"St George Illawarra
DRAGONS",BULLDOGS,3,C,False
0,141,2324,BULLDOGS,"St George Illawarra
DRAGONS",4,C,False
0,804,2324,"St George Illawarra
DRAGONS",BULLDOGS,4,C,False
0,1360,2324,BULLDOGS,"St George Illawarra
DRAGONS",5,W,False
0,1575,2324,"St George Illawarra
DRAGONS",BULLDOGS,5,W,False
0,143,2324,BULLDOGS,"St George Illawarra
DRAGONS",6,FE,False
0,1453,2324,"St George Illawarra
DRAGONS",BULLDOGS,6,FE,False
0,144,2324,BULLDOGS,"St George Illawarra
DRAGONS",7,HB,False
0,807,2324,"St George Illawarra
DRAGONS",BULLDOGS,7,HB,False
0,1328,2324,BULLDOGS,"St George Illawarra
DRAGONS",8,FR,False
0,808,2324,"St George Illawarra
DRAGONS",BULLDOGS,8,FR,False
0,146,2324,BULLDOGS,"St George Illawarra
DRAGONS",9,HK,False
0,815,2324,"St George Illawarra
DRAGONS",BULLDOGS,9,HK,False
0,147,2324,BULLDOGS,"St George Illawarra
DRAGONS",10,FR,False
0,813,2324,"St George Illawarra
DRAGONS",BULLDOGS,10,FR,False
0,148,2324,BULLDOGS,"St George Illawarra
DRAGONS",11,2R,False
0,809,2324,"St George Illawarra
DRAGONS",BULLDOGS,11,2R,False
0,149,2324,BULLDOGS,"St George Illawarra
DRAGONS",12,2R,True
0,812,2324,"St George Illawarra
DRAGONS",BULLDOGS,12,2R,False
0,150,2324,BULLDOGS,"St George Illawarra
DRAGONS",13,L,False
0,557,2324,"St George Illawarra
DRAGONS",BULLDOGS,13,L,False
0,151,2324,BULLDOGS,"St George Illawarra
DRAGONS",14,B,False
0,1357,2324,"St George Illawarra
DRAGONS",BULLDOGS,14,B,False
0,152,2324,BULLDOGS,"St George Illawarra
DRAGONS",15,B,False
0,1577,2324,"St George Illawarra
DRAGONS",BULLDOGS,15,B,False
0,145,2324,BULLDOGS,"St George Illawarra
DRAGONS",16,B,False
0,814,2324,"St George Illawarra
DRAGONS",BULLDOGS,16,B,False
0,153,2324,BULLDOGS,"St George Illawarra
DRAGONS",17,B,False
0,816,2324,"St George Illawarra
DRAGONS",BULLDOGS,17,B,False
0,307,2327,WESTS TIGERS,"Parramatta
EELS",1,FB,False
0,757,2327,"Parramatta
EELS",WESTS TIGERS,1,FB,False
