,player_id,match_id,team,opposition_team,number,position,captain
0,23900,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",18,FB,False
0,3516,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",1,FB,True
0,20645,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",2,W,False
0,20570,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",2,W,False
0,21476,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",3,C,False
0,17061,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",3,C,False
0,16594,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",4,C,False
0,20222,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",4,C,False
0,5642,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",5,W,False
0,23815,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",5,W,False
0,14533,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",6,FE,True
0,20350,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",6,FE,False
0,13914,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",7,HB,False
0,21474,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",7,HB,False
0,2397,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",8,FR,False
0,20852,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",8,FR,False
0,20170,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",9,HK,False
0,122,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",10,HK,False
0,20287,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",10,FR,False
0,22772,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",14,FR,False
0,17283,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",11,2R,False
0,13567,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",11,2R,False
0,16592,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",12,2R,False
0,14502,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",12,2R,False
0,17216,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",13,L,False
0,13586,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",13,L,False
0,22841,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",14,B,False
0,7732,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",9,B,False
0,20260,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",15,B,False
0,21473,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",15,B,False
0,13578,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",16,B,False
0,20241,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",16,B,False
0,13895,36522,"St George Illawarra
DRAGONS","Brisbane
BRONCOS",19,B,False
0,22771,36522,"Brisbane
BRONCOS","St George Illawarra
DRAGONS",17,B,False
0,22966,36523,"Newcastle
KNIGHTS","Manly Warringah
SEA EAGLES",1,FB,False
0,21487,36523,"Manly Warringah
SEA EAGLES","Newcastle
KNIGHTS",1,FB,False
0,5552,36523,"Newcastle
KNIGHTS","Manly Warringah
SEA EAGLES",2,W,False
0,19619,36523,"Manly Warringah
SEA EAGLES","Newcastle
KNIGHTS",2,W,False
0,20866,36523,"Newcastle
KNIGHTS","Manly Warringah
SEA EAGLES",3,C,False
