,player_id,match_id,team,opposition_team,number,position,captain
0,5488,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",1,FB,False
0,834,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",1,FB,False
0,2754,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",2,W,False
0,839,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",2,W,False
0,289,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",3,C,False
0,2317,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",3,C,False
0,1909,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",4,C,False
0,3572,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",4,C,False
0,3576,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",5,W,False
0,5552,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",5,W,False
0,3573,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",6,FE,False
0,143,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",6,FE,False
0,842,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",7,HB,False
0,5565,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",7,HB,False
0,3452,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",8,FR,False
0,2825,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",8,FR,False
0,5665,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",9,HK,False
0,2119,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",9,HK,False
0,147,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",10,FR,True
0,1328,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",10,FR,False
0,744,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",11,2R,True
0,153,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",15,2R,False
0,1378,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",12,2R,False
0,849,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",12,2R,False
0,1587,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",13,L,False
0,845,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",13,L,True
0,5530,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",14,B,False
0,1641,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",11,B,False
0,771,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",15,B,False
0,2833,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",14,B,False
0,1623,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",16,B,False
0,1387,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",16,B,False
0,306,8001,"South Sydney
RABBITOHS","Sydney
ROOSTERS",17,B,False
0,5543,8001,"Sydney
ROOSTERS","South Sydney
RABBITOHS",19,B,False
0,328,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",1,FB,False
0,123,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",1,FB,False
0,3764,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",2,W,False
0,124,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",2,W,False
0,1401,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",3,C,False
0,1764,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",3,C,False
0,2842,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",4,C,False
0,754,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",4,C,False
0,7427,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",5,W,False
0,3757,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",5,W,False
0,403,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",6,FE,False
0,2752,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",7,FE,False
0,59,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",7,HB,True
0,125,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",25,HB,True
0,808,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",8,FR,True
0,1721,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",8,FR,False
0,1626,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",9,HK,False
0,128,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",9,HK,False
0,1490,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",10,FR,False
0,131,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",10,FR,False
0,316,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",11,2R,False
0,130,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",11,2R,False
0,1375,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",12,2R,False
0,136,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",6,2R,False
0,1372,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",13,L,False
0,172,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",13,L,False
0,1583,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",14,B,False
0,1906,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",12,B,False
0,1689,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",15,B,False
0,305,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",14,B,False
0,1611,8000,"Gold Coast
TITANS","North Queensland
COWBOYS",16,B,False
0,1921,8000,"North Queensland
COWBOYS","Gold Coast
TITANS",17,B,False
