,player_id,match_id,team,opposition_team,number,position,captain
0,65,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",1,FB,False
0,254,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",1,FB,False
0,677,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",2,W,False
0,5088,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",2,W,False
0,643,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",3,C,False
0,183,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",3,C,False
0,224,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",4,C,False
0,1061,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",4,C,False
0,222,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",5,W,False
0,255,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",5,W,False
0,226,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",6,FE,False
0,505,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",6,FE,True
0,227,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",7,HB,False
0,260,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",7,HB,False
0,235,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",8,FR,False
0,4,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",8,FR,False
0,229,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",9,HK,False
0,181,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",9,HK,False
0,4451,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",10,FR,False
0,1180,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",10,FR,False
0,426,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",11,2R,False
0,264,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",11,2R,False
0,230,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",12,2R,False
0,60,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",12,2R,False
0,893,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",13,L,True
0,16,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",13,L,False
0,883,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",14,B,False
0,5089,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",14,B,False
0,236,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",15,B,False
0,5092,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",15,B,False
0,223,6000,"Brisbane
BRONCOS","Manly Warringah
SEA EAGLES",16,B,False
0,721,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",16,B,False
0,2535,6000,"Manly Warringah
SEA EAGLES","Brisbane
BRONCOS",17,B,False
0,683,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",1,FB,False
0,930,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",1,FB,False
0,1840,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",2,W,False
0,927,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",2,W,False
0,510,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",3,C,False
0,404,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",3,C,False
0,395,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",4,C,False
0,727,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",4,C,False
0,445,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",5,W,False
0,615,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",5,W,False
0,1070,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",6,FE,True
0,486,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",6,FE,False
0,1162,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",7,HB,False
0,13424,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",7,HB,False
0,394,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",8,FR,False
0,907,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",8,FR,False
0,5062,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",9,HK,False
0,199,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",9,HK,False
0,4268,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",10,FR,False
0,408,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",10,FR,False
0,520,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",11,2R,False
0,412,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",11,2R,False
0,967,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",12,2R,False
0,938,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",12,2R,True
0,399,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",13,L,False
0,702,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",13,L,False
0,2958,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",14,B,False
0,616,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",14,B,False
0,605,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",15,B,False
0,2564,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",15,B,False
0,5065,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",16,B,False
0,4439,6002,"Cronulla Sutherland
SHARKS","Newcastle
KNIGHTS",16,B,False
0,1159,6002,"Newcastle
KNIGHTS","Cronulla Sutherland
SHARKS",17,B,False
0,442,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",1,FB,False
0,521,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",1,FB,False
0,1164,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",2,W,False
0,1108,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",2,W,False
0,427,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",3,C,False
0,1847,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",3,C,False
0,1006,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",4,C,False
0,390,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",4,C,False
0,1088,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",5,W,False
0,5166,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",5,W,False
0,892,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",6,FE,True
0,91,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",6,FE,False
0,1057,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",7,HB,False
0,243,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",7,HB,False
0,1044,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",8,FR,False
0,1191,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",8,FR,False
0,424,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",9,HK,False
0,1247,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",9,HK,False
0,2161,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",10,FR,False
0,913,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",10,FR,False
0,4442,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",11,2R,False
0,596,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",11,2R,False
0,988,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",12,2R,False
0,471,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",12,2R,False
0,1010,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",13,L,False
0,1001,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",13,L,True
0,534,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",14,B,False
0,1217,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",14,B,False
0,1014,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",15,B,False
0,99,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",15,B,False
0,4467,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",16,B,False
0,2533,6001,"Western Suburbs
MAGPIES","Gold Coast
SEAGULLS",16,B,False
0,1009,6001,"Gold Coast
SEAGULLS","Western Suburbs
MAGPIES",17,B,False
0,5118,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",1,FB,False
0,523,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",1,FB,False
0,186,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",2,W,False
0,950,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",2,W,False
0,850,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",3,C,False
0,1183,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",3,C,False
0,976,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",4,C,False
0,5162,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",4,C,False
0,457,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",5,W,False
0,102,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",5,W,False
0,686,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",6,FE,False
0,2526,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",6,FE,False
0,543,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",7,HB,False
0,448,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",7,HB,True
0,184,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",8,FR,False
0,1187,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",8,FR,False
0,4456,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",9,HK,False
0,546,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",9,HK,False
0,961,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",10,FR,False
0,1797,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",10,FR,False
0,1059,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",11,2R,False
0,262,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",11,2R,False
0,495,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",12,2R,False
0,1174,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",12,2R,False
0,980,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",13,L,True
0,1172,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",13,L,False
0,1296,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",14,B,False
0,1179,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",14,B,False
0,5122,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",15,B,False
0,1192,6006,"South Sydney
RABBITOHS","Eastern Suburbs
ROOSTERS",15,B,False
0,29744,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",16,B,False
0,5117,6006,"Eastern Suburbs
ROOSTERS","South Sydney
RABBITOHS",17,B,False
0,1843,6003,"Illawarra
STEELERS","Penrith
PANTHERS",1,FB,False
0,1136,6003,"Penrith
PANTHERS","Illawarra
STEELERS",1,FB,False
0,556,6003,"Illawarra
STEELERS","Penrith
PANTHERS",2,W,False
0,174,6003,"Penrith
PANTHERS","Illawarra
STEELERS",2,W,False
0,555,6003,"Illawarra
STEELERS","Penrith
PANTHERS",3,C,False
0,1137,6003,"Penrith
PANTHERS","Illawarra
STEELERS",3,C,False
0,26,6003,"Illawarra
STEELERS","Penrith
PANTHERS",4,C,False
0,526,6003,"Penrith
PANTHERS","Illawarra
STEELERS",4,C,False
0,1140,6003,"Illawarra
STEELERS","Penrith
PANTHERS",5,W,False
0,4430,6003,"Penrith
PANTHERS","Illawarra
STEELERS",5,W,False
0,536,6003,"Illawarra
STEELERS","Penrith
PANTHERS",6,FE,False
0,463,6003,"Penrith
PANTHERS","Illawarra
STEELERS",6,FE,False
0,561,6003,"Illawarra
STEELERS","Penrith
PANTHERS",7,HB,False
0,5082,6003,"Penrith
PANTHERS","Illawarra
STEELERS",7,HB,False
0,1036,6003,"Illawarra
STEELERS","Penrith
PANTHERS",8,FR,True
0,714,6003,"Penrith
PANTHERS","Illawarra
STEELERS",8,FR,False
0,63,6003,"Illawarra
STEELERS","Penrith
PANTHERS",9,HK,False
0,5084,6003,"Penrith
PANTHERS","Illawarra
STEELERS",9,HK,False
0,78,6003,"Illawarra
STEELERS","Penrith
PANTHERS",10,FR,False
0,465,6003,"Penrith
PANTHERS","Illawarra
STEELERS",10,FR,False
0,566,6003,"Illawarra
STEELERS","Penrith
PANTHERS",11,2R,False
0,517,6003,"Penrith
PANTHERS","Illawarra
STEELERS",11,2R,False
0,1034,6003,"Illawarra
STEELERS","Penrith
PANTHERS",12,2R,False
0,469,6003,"Penrith
PANTHERS","Illawarra
STEELERS",12,2R,True
0,1028,6003,"Illawarra
STEELERS","Penrith
PANTHERS",13,L,False
0,470,6003,"Penrith
PANTHERS","Illawarra
STEELERS",13,L,False
0,1226,6003,"Illawarra
STEELERS","Penrith
PANTHERS",14,B,False
0,346,6003,"Penrith
PANTHERS","Illawarra
STEELERS",14,B,False
0,61,6003,"Illawarra
STEELERS","Penrith
PANTHERS",15,B,False
0,2569,6003,"Penrith
PANTHERS","Illawarra
STEELERS",15,B,False
0,5073,6003,"Illawarra
STEELERS","Penrith
PANTHERS",16,B,False
0,190,6003,"Penrith
PANTHERS","Illawarra
STEELERS",16,B,False
0,558,6003,"Illawarra
STEELERS","Penrith
PANTHERS",17,B,False
0,2583,6007,"North Sydney
BEARS","Canberra
RAIDERS",1,FB,False
0,901,6007,"Canberra
RAIDERS","North Sydney
BEARS",1,FB,False
0,5140,6007,"North Sydney
BEARS","Canberra
RAIDERS",2,W,False
0,2562,6007,"Canberra
RAIDERS","North Sydney
BEARS",2,W,False
0,242,6007,"North Sydney
BEARS","Canberra
RAIDERS",3,C,False
0,918,6007,"Canberra
RAIDERS","North Sydney
BEARS",3,C,True
0,888,6007,"North Sydney
BEARS","Canberra
RAIDERS",4,C,False
0,1093,6007,"Canberra
RAIDERS","North Sydney
BEARS",4,C,False
0,241,6007,"North Sydney
BEARS","Canberra
RAIDERS",5,W,False
0,433,6007,"Canberra
RAIDERS","North Sydney
BEARS",5,W,False
0,341,6007,"North Sydney
BEARS","Canberra
RAIDERS",6,FE,False
0,210,6007,"Canberra
RAIDERS","North Sydney
BEARS",6,FE,False
0,1829,6007,"North Sydney
BEARS","Canberra
RAIDERS",7,HB,False
0,211,6007,"Canberra
RAIDERS","North Sydney
BEARS",7,HB,False
0,472,6007,"North Sydney
BEARS","Canberra
RAIDERS",8,FR,False
0,923,6007,"Canberra
RAIDERS","North Sydney
BEARS",8,FR,False
0,1098,6007,"North Sydney
BEARS","Canberra
RAIDERS",9,HK,True
0,81,6007,"Canberra
RAIDERS","North Sydney
BEARS",9,HK,False
0,246,6007,"North Sydney
BEARS","Canberra
RAIDERS",10,FR,False
0,228,6007,"Canberra
RAIDERS","North Sydney
BEARS",10,FR,False
0,247,6007,"North Sydney
BEARS","Canberra
RAIDERS",11,2R,False
0,185,6007,"Canberra
RAIDERS","North Sydney
BEARS",11,2R,False
0,425,6007,"North Sydney
BEARS","Canberra
RAIDERS",12,2R,False
0,906,6007,"Canberra
RAIDERS","North Sydney
BEARS",12,2R,False
0,594,6007,"North Sydney
BEARS","Canberra
RAIDERS",13,L,False
0,531,6007,"Canberra
RAIDERS","North Sydney
BEARS",13,L,False
0,248,6007,"North Sydney
BEARS","Canberra
RAIDERS",14,B,False
0,903,6007,"Canberra
RAIDERS","North Sydney
BEARS",14,B,False
0,1099,6007,"North Sydney
BEARS","Canberra
RAIDERS",15,B,False
0,2561,6007,"Canberra
RAIDERS","North Sydney
BEARS",15,B,False
0,1095,6007,"North Sydney
BEARS","Canberra
RAIDERS",16,B,False
0,206,6007,"Canberra
RAIDERS","North Sydney
BEARS",16,B,False
0,93,6007,"North Sydney
BEARS","Canberra
RAIDERS",17,B,False
0,1056,6007,"Canberra
RAIDERS","North Sydney
BEARS",17,B,False
0,651,6004,"Parramatta
EELS","St George
DRAGONS",1,FB,False
0,508,6004,"St George
DRAGONS","Parramatta
EELS",1,FB,False
0,478,6004,"Parramatta
EELS","St George
DRAGONS",2,W,False
0,525,6004,"St George
DRAGONS","Parramatta
EELS",2,W,False
0,1112,6004,"Parramatta
EELS","St George
DRAGONS",3,C,False
0,5095,6004,"St George
DRAGONS","Parramatta
EELS",3,C,False
0,493,6004,"Parramatta
EELS","St George
DRAGONS",4,C,False
0,1149,6004,"St George
DRAGONS","Parramatta
EELS",4,C,True
0,2672,6004,"Parramatta
EELS","St George
DRAGONS",5,W,False
0,645,6004,"St George
DRAGONS","Parramatta
EELS",5,W,False
0,1113,6004,"Parramatta
EELS","St George
DRAGONS",6,FE,True
0,5093,6004,"St George
DRAGONS","Parramatta
EELS",6,FE,False
0,5128,6004,"Parramatta
EELS","St George
DRAGONS",7,HB,False
0,544,6004,"St George
DRAGONS","Parramatta
EELS",7,HB,False
0,1135,6004,"Parramatta
EELS","St George
DRAGONS",8,FR,False
0,1166,6004,"St George
DRAGONS","Parramatta
EELS",8,FR,False
0,2536,6004,"Parramatta
EELS","St George
DRAGONS",9,HK,False
0,653,6004,"St George
DRAGONS","Parramatta
EELS",9,HK,False
0,497,6004,"Parramatta
EELS","St George
DRAGONS",10,FR,False
0,2598,6004,"St George
DRAGONS","Parramatta
EELS",10,FR,False
0,1115,6004,"Parramatta
EELS","St George
DRAGONS",11,2R,False
0,1157,6004,"St George
DRAGONS","Parramatta
EELS",11,2R,False
0,732,6004,"Parramatta
EELS","St George
DRAGONS",12,2R,False
0,532,6004,"St George
DRAGONS","Parramatta
EELS",12,2R,False
0,1116,6004,"Parramatta
EELS","St George
DRAGONS",13,L,False
0,519,6004,"St George
DRAGONS","Parramatta
EELS",13,L,False
0,551,6004,"Parramatta
EELS","St George
DRAGONS",14,B,False
0,553,6004,"St George
DRAGONS","Parramatta
EELS",14,B,False
0,1846,6004,"Parramatta
EELS","St George
DRAGONS",15,B,False
0,454,6004,"St George
DRAGONS","Parramatta
EELS",15,B,False
0,5053,6004,"Parramatta
EELS","St George
DRAGONS",16,B,False
0,1155,6004,"St George
DRAGONS","Parramatta
EELS",16,B,False
0,462,6004,"St George
DRAGONS","Parramatta
EELS",17,B,False
0,864,6005,"Balmain
TIGERS","Canterbury Bankstown
BULLDOGS",1,FB,False
0,5105,6005,"Canterbury Bankstown
BULLDOGS","Balmain
TIGERS",1,FB,False
0,2716,6005,"Balmain
TIGERS","Canterbury Bankstown
BULLDOGS",2,W,False
