,player_id,match_id,team,opposition_team,number,position,captain
0,173,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",1,FB,False
0,523,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",1,FB,False
0,637,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",2,W,False
0,645,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",2,W,False
0,176,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",3,C,False
0,525,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",3,C,True
0,177,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",4,C,False
0,526,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",4,C,False
0,527,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",5,W,False
0,723,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",5,W,False
0,1885,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",6,FE,False
0,341,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",6,FE,False
0,8478,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",7,HB,False
0,529,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",7,HB,False
0,184,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",8,FR,True
0,537,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",8,FR,False
0,4456,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",9,HK,False
0,653,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",9,HK,False
0,67,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",10,FR,False
0,294,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",10,FR,False
0,183,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",11,2R,False
0,531,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",11,2R,False
0,180,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",12,2R,False
0,532,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",12,2R,False
0,185,6547,"Eastern Suburbs
ROOSTERS","St George
DRAGONS",13,L,False
0,519,6547,"St George
DRAGONS","Eastern Suburbs
ROOSTERS",13,L,False
