,player_id,match_id,team,opposition_team,number,position,captain
0,323,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",1,FB,False
0,388,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",1,FB,False
0,1313,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",2,W,False
0,760,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",2,W,False
0,324,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",3,C,False
0,272,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",3,C,False
0,310,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",4,C,False
0,1454,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",4,C,False
0,327,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",5,W,False
0,1392,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",5,W,False
0,328,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",6,FE,False
0,275,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",6,FE,False
0,329,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",7,HB,True
0,276,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",7,HB,True
0,330,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",8,FR,False
0,1394,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",8,FR,False
0,331,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",9,HK,False
0,782,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",9,HK,False
0,1316,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",10,FR,False
0,783,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",10,FR,False
0,334,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",11,2R,False
0,277,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",11,2R,False
0,1416,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",12,2R,False
0,282,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",12,2R,False
0,335,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",13,L,False
0,829,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",13,L,False
0,332,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",14,B,False
0,1300,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",14,B,False
0,778,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",15,B,False
0,1596,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",15,B,False
0,333,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",16,B,False
0,1391,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",17,B,False
0,325,2073,"Penrith
PANTHERS","Newcastle
KNIGHTS",17,B,False
0,1910,2073,"Newcastle
KNIGHTS","Penrith
PANTHERS",18,B,False
0,307,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",1,FB,False
0,287,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,1,FB,False
0,1278,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",2,W,False
0,2767,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,18,W,False
0,12029,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",3,C,False
0,1590,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,3,C,False
0,799,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",4,C,False
0,298,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,4,C,False
0,1421,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",5,W,False
0,1395,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,5,W,False
0,308,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",6,FE,False
0,303,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,6,FE,False
0,59,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",7,HB,False
0,293,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,7,HB,True
0,3136,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",8,FR,False
0,1632,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,14,FR,False
0,200,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",9,HK,True
0,3145,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,9,HK,False
0,315,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",10,FR,False
0,296,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,10,FR,False
0,1314,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",11,2R,False
0,1591,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,11,2R,False
0,317,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",12,2R,False
0,299,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,12,2R,False
0,428,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",13,L,False
0,295,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,13,L,False
0,1579,2074,WESTS TIGERS,"Cronulla Sutherland
SHARKS",14,B,False
0,294,2074,"Cronulla Sutherland
SHARKS",WESTS TIGERS,8,B,False
