,player_id,match_id,team,opposition_team,number,position,captain
0,735,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",1,FB,False
0,3516,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",1,FB,False
0,3180,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",2,W,False
0,5642,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",2,W,False
0,5652,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",3,C,False
0,5561,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",3,C,False
0,19646,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",4,C,False
0,804,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",4,C,False
0,1392,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",5,W,False
0,225,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",5,W,False
0,1379,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",6,FE,False
0,1388,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",6,FE,False
0,1595,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",7,HB,False
0,801,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",7,HB,True
0,3440,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",8,FR,False
0,813,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",8,FR,False
0,742,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",9,HK,True
0,809,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",9,HK,False
0,3530,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",10,FR,False
0,1599,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",10,FR,False
0,7737,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",15,2R,False
0,2834,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",11,2R,False
0,745,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",12,2R,False
0,811,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",12,2R,False
0,746,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",13,L,False
0,2725,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",13,L,False
0,5631,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",14,B,False
0,5551,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",14,B,False
0,7735,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",16,B,False
0,7740,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",15,B,False
0,5654,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",18,B,False
0,331,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",16,B,False
0,166,15084,"Melbourne
STORM","St George Illawarra
DRAGONS",19,B,False
0,5529,15084,"St George Illawarra
DRAGONS","Melbourne
STORM",17,B,False
0,106,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",1,FB,False
0,123,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",1,FB,False
0,13565,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",2,W,False
0,124,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",2,W,False
0,1911,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",17,C,False
0,1369,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",19,C,False
0,5542,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",4,C,False
0,141,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",4,C,False
0,13566,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",5,W,False
0,5632,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",5,W,False
0,111,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",6,FE,True
0,2752,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",6,FE,False
0,2748,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",7,HB,False
0,125,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",7,HB,True
0,2749,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",8,FR,False
0,129,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",16,FR,False
0,1453,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",9,HK,False
0,128,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",9,HK,False
0,330,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",10,FR,False
0,1691,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",10,FR,False
0,122,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",11,2R,False
0,1623,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",11,2R,False
0,5649,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",12,2R,False
0,754,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",12,2R,False
0,116,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",13,L,False
0,172,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",13,L,False
0,13567,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",3,B,False
0,131,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",8,B,False
0,7732,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",14,B,False
0,3520,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",14,B,False
0,5562,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",15,B,False
0,1921,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",15,B,False
0,3722,15085,"Brisbane
BRONCOS","North Queensland
COWBOYS",16,B,False
0,5571,15085,"North Queensland
COWBOYS","Brisbane
BRONCOS",17,B,False
0,757,15086,WARRIORS,"Parramatta
EELS",1,FB,False
0,758,15086,"Parramatta
EELS",WARRIORS,1,FB,False
0,5657,15086,WARRIORS,"Parramatta
EELS",2,W,False
0,2830,15086,"Parramatta
EELS",WARRIORS,2,W,False
0,108,15086,WARRIORS,"Parramatta
EELS",3,C,False
0,1399,15086,"Parramatta
EELS",WARRIORS,3,C,False
0,158,15086,WARRIORS,"Parramatta
EELS",4,C,False
0,5572,15086,"Parramatta
EELS",WARRIORS,4,C,False
0,171,15086,WARRIORS,"Parramatta
EELS",5,W,False
0,761,15086,"Parramatta
EELS",WARRIORS,5,W,False
0,3723,15086,WARRIORS,"Parramatta
EELS",6,FE,False
0,3709,15086,"Parramatta
EELS",WARRIORS,6,FE,False
0,163,15086,WARRIORS,"Parramatta
EELS",7,HB,False
0,1389,15086,"Parramatta
EELS",WARRIORS,7,HB,False
0,7724,15086,WARRIORS,"Parramatta
EELS",15,FR,False
0,764,15086,"Parramatta
EELS",WARRIORS,8,FR,True
0,1759,15086,WARRIORS,"Parramatta
EELS",9,HK,False
0,7429,15086,"Parramatta
EELS",WARRIORS,9,HK,False
0,164,15086,WARRIORS,"Parramatta
EELS",10,FR,True
0,3512,15086,"Parramatta
EELS",WARRIORS,10,FR,False
0,2246,15086,WARRIORS,"Parramatta
EELS",11,2R,False
0,767,15086,"Parramatta
EELS",WARRIORS,11,2R,False
0,7824,15086,WARRIORS,"Parramatta
EELS",12,2R,False
0,5661,15086,"Parramatta
EELS",WARRIORS,12,2R,False
0,137,15086,WARRIORS,"Parramatta
EELS",13,L,False
0,2462,15086,"Parramatta
EELS",WARRIORS,13,L,False
0,3710,15086,WARRIORS,"Parramatta
EELS",8,B,False
0,7717,15086,"Parramatta
EELS",WARRIORS,14,B,False
0,160,15086,WARRIORS,"Parramatta
EELS",14,B,False
0,13577,15086,"Parramatta
EELS",WARRIORS,16,B,False
0,1906,15086,WARRIORS,"Parramatta
EELS",16,B,False
0,1402,15086,"Parramatta
EELS",WARRIORS,17,B,False
0,13578,15086,WARRIORS,"Parramatta
EELS",17,B,False
0,334,15086,"Parramatta
EELS",WARRIORS,19,B,False
0,138,15088,BULLDOGS,"Manly Warringah
SEA EAGLES",1,FB,False
0,789,15088,"Manly Warringah
SEA EAGLES",BULLDOGS,2,FB,False
0,139,15088,BULLDOGS,"Manly Warringah
SEA EAGLES",2,W,False
0,5689,15088,"Manly Warringah
SEA EAGLES",BULLDOGS,19,W,False
0,5548,15088,BULLDOGS,"Manly Warringah
SEA EAGLES",3,C,False
0,1635,15088,"Manly Warringah
SEA EAGLES",BULLDOGS,3,C,False
0,7858,15088,BULLDOGS,"Manly Warringah
SEA EAGLES",4,C,False
