,player_id,match_id,team,opposition_team,number,position,captain
0,1379,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",1,FB,False
0,834,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",1,FB,True
0,2754,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",2,W,False
0,20005,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",2,W,False
0,2745,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",3,C,False
0,5563,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",3,C,False
0,5688,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",4,C,False
0,5552,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",4,C,False
0,1423,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",5,W,False
0,19974,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",5,W,False
0,20217,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",6,FE,False
0,13818,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",6,FE,False
0,19417,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",7,HB,False
0,5565,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",7,HB,False
0,19787,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",8,FR,False
0,13876,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",8,FR,False
0,5665,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",9,HK,False
0,7836,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",9,HK,False
0,3482,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",10,FR,False
0,7721,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",10,FR,False
0,13960,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",11,2R,False
0,17201,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",11,2R,False
0,5649,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",12,2R,False
0,148,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",12,2R,False
0,1587,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",13,L,True
0,14506,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",15,L,False
0,7714,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",14,B,False
0,13901,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",14,B,False
0,5558,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",15,B,False
0,5630,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",13,B,False
0,13937,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",16,B,False
0,5553,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",16,B,False
0,5705,29008,"South Sydney
RABBITOHS","Sydney
ROOSTERS",17,B,False
0,20569,29008,"Sydney
ROOSTERS","South Sydney
RABBITOHS",17,B,False
0,2753,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",1,FB,False
0,7854,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",1,FB,False
0,5487,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",2,W,False
0,13939,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",2,W,False
0,5548,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",3,C,False
0,16572,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",3,C,False
0,5561,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",4,C,False
0,13913,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",4,C,False
0,20712,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",5,W,False
0,19801,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",5,W,False
0,17168,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",6,FE,False
0,7803,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",6,FE,False
0,14508,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",7,HB,False
0,13914,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",7,HB,False
0,7735,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",8,FR,False
0,13586,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",8,FR,False
0,815,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",9,HK,True
0,7732,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",9,HK,False
0,2397,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",10,FR,False
0,116,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",10,FR,True
0,777,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",11,2R,False
0,13567,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",11,2R,False
0,7813,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",12,2R,False
0,122,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",12,2R,False
0,19786,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",13,L,False
0,14502,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",13,L,False
0,19956,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",14,B,False
0,848,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",14,B,False
0,17217,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",15,B,False
0,13579,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",15,B,False
0,14526,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",16,B,False
0,1910,29009,"Brisbane
BRONCOS","Canterbury Bankstown
BULLDOGS",16,B,False
0,20223,29009,"Canterbury Bankstown
BULLDOGS","Brisbane
BRONCOS",17,B,False
0,20371,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",1,FB,False
0,3516,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",1,FB,False
0,16868,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",2,W,False
0,5547,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",2,W,False
0,14990,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",3,C,False
0,16573,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",3,C,False
0,20713,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",20,C,False
0,14994,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",4,C,False
0,288,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",5,W,False
0,7853,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",5,W,False
0,1388,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",6,FE,False
0,3509,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",6,FE,False
0,2748,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",7,HB,True
0,17060,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",7,HB,False
0,825,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",8,FR,False
0,280,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",8,FR,False
0,2755,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",9,HK,True
0,275,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",9,HK,True
0,1608,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",15,FR,False
0,1641,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",10,FR,False
0,13862,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",11,2R,False
0,2834,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",11,2R,False
0,16888,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",12,2R,False
0,15021,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",12,2R,False
0,20008,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",13,L,False
0,2725,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",13,L,False
0,16662,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",14,B,False
0,13585,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",14,B,False
0,20252,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",16,B,False
0,5567,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",15,B,False
0,7816,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",17,B,False
0,17204,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",16,B,False
0,13895,29010,"Penrith
PANTHERS","Newcastle
KNIGHTS",19,B,False
0,3528,29010,"Newcastle
KNIGHTS","Penrith
PANTHERS",17,B,False
0,820,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",1,FB,False
0,735,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",1,FB,False
0,19469,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",2,W,False
0,13732,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",2,W,False
0,1635,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",3,C,True
0,5652,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",3,C,False
0,1760,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",4,C,False
0,19979,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",4,C,False
0,20352,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",5,W,False
0,35408,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",5,W,False
0,13912,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",6,FE,False
0,20259,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",6,FE,False
0,16582,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",7,HB,False
0,3647,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",7,HB,False
0,19759,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",8,FR,False
0,14505,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",8,FR,False
0,5557,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",9,HK,False
0,742,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",9,HK,True
0,17215,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",10,FR,False
0,1577,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",10,FR,False
0,828,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",11,2R,False
0,7737,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",11,2R,False
0,14513,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",12,2R,False
0,745,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",12,2R,False
0,1610,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",13,L,False
0,5631,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",13,L,False
0,20288,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",14,B,False
0,20255,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",14,B,False
0,20411,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",15,B,False
0,20221,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",15,B,False
0,14546,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",16,B,False
0,20262,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",16,B,False
0,14525,29011,"Manly Warringah
SEA EAGLES","Melbourne
STORM",17,B,False
0,1586,29011,"Melbourne
STORM","Manly Warringah
SEA EAGLES",17,B,False
0,14542,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",1,FB,False
0,20350,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",1,FB,False
0,20577,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",2,W,False
0,7432,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",2,W,False
0,108,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",3,C,False
0,13581,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",3,C,False
0,15022,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",4,C,False
0,20714,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",4,C,False
0,13565,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",5,W,False
0,19781,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",5,W,False
0,125,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",6,FE,True
0,19515,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",6,FE,False
0,13972,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",7,HB,False
0,790,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",7,HB,True
0,1921,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",8,FR,True
0,3447,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",8,FR,False
0,14046,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",9,HK,False
0,7739,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",9,HK,False
0,13860,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",10,FR,False
0,750,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",10,FR,False
0,3521,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",11,2R,False
0,17155,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",11,2R,False
0,15034,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",12,2R,False
0,15023,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",12,2R,False
0,17206,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",13,L,False
0,13819,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",13,L,False
0,14504,29012,"North Queensland
COWBOYS","Canberra
RAIDERS",14,B,False
0,13859,29012,"Canberra
RAIDERS","North Queensland
COWBOYS",14,B,False
