,player_id,match_id,team,opposition_team,number,position,captain
0,30093,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",1,FB,False
0,30148,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",1,FB,True
0,30214,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",2,W,False
0,30197,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",2,W,False
0,30182,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",3,C,True
0,30150,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",3,C,False
0,30252,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",4,C,False
0,30096,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",4,C,False
0,30179,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",5,W,False
0,30258,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",5,W,False
0,30253,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",6,FE,False
0,30152,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",6,FE,False
0,30105,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",7,HB,False
0,30099,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",7,HB,False
0,30100,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",8,FR,False
0,30211,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",14,FR,False
0,30106,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",9,HK,False
0,30161,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",9,HK,False
0,30254,44910,"Sydney (W)
ROOSTERS","St George Illawarra (W)
DRAGONS",10,FR,False
0,30138,44910,"St George Illawarra (W)
DRAGONS","Sydney (W)
ROOSTERS",10,FR,False
