,player_id,match_id,team,opposition_team,number,position,captain
0,30269,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",1,FB,False
0,33456,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",1,FB,False
0,44309,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",2,W,False
0,31647,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",2,W,False
0,30258,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",3,C,False
0,31623,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",3,C,False
0,44607,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",4,C,False
0,34137,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",16,C,False
0,31574,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",5,W,False
0,36968,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",4,W,False
0,31556,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",6,FE,False
0,44322,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",14,FE,False
0,34322,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",7,HB,False
0,30184,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",7,HB,True
0,30266,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",8,FR,False
0,34117,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",15,FR,False
0,30264,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",9,HK,False
0,31585,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",9,HK,False
0,30206,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",10,FR,False
0,31560,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",10,FR,False
0,31564,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",11,2R,False
0,30272,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",11,2R,False
0,30198,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",12,2R,False
0,36970,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",12,2R,False
0,30116,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",13,L,True
0,34009,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",13,L,False
0,30137,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",14,B,False
0,30175,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",8,B,False
0,30138,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",15,B,False
0,34124,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",18,B,False
0,31632,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",17,B,False
0,31624,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",21,B,False
0,30255,57011,"Gold Coast (W)
TITANS","North Queensland (W)
COWBOYS",19,B,False
0,44326,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",24,B,False
0,31562,57011,"North Queensland (W)
COWBOYS","Gold Coast (W)
TITANS",19,B,False
0,30201,57012,"Newcastle (W)
KNIGHTS","St George Illawarra (W)
DRAGONS",1,FB,True
0,30439,57012,"St George Illawarra (W)
DRAGONS","Newcastle (W)
KNIGHTS",1,FB,False
0,44316,57012,"Newcastle (W)
KNIGHTS","St George Illawarra (W)
DRAGONS",2,W,False
0,31567,57012,"St George Illawarra (W)
DRAGONS","Newcastle (W)
KNIGHTS",2,W,False
0,30214,57012,"Newcastle (W)
KNIGHTS","St George Illawarra (W)
DRAGONS",3,C,False
